Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1981","1981","hg/ha","34933","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1982","1982","hg/ha","36090","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1983","1983","hg/ha","29452","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1984","1984","hg/ha","35256","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1985","1985","hg/ha","37202","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1986","1986","hg/ha","36279","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1987","1987","hg/ha","34863","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1988","1988","hg/ha","31001","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1989","1989","hg/ha","36186","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1990","1990","hg/ha","36907","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1991","1991","hg/ha","36997","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1992","1992","hg/ha","39064","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1993","1993","hg/ha","36306","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1994","1994","hg/ha","41121","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1995","1995","hg/ha","38101","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1996","1996","hg/ha","42063","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1997","1997","hg/ha","41513","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1998","1998","hg/ha","44356","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","1999","1999","hg/ha","44256","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2000","2000","hg/ha","43237","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2001","2001","hg/ha","44776","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2002","2002","hg/ha","43885","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2003","2003","hg/ha","44610","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2004","2004","hg/ha","49448","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2005","2005","hg/ha","48190","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2006","2006","hg/ha","47712","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2007","2007","hg/ha","49828","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2008","2008","hg/ha","50696","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2009","2009","hg/ha","51497","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2010","2010","hg/ha","51581","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2011","2011","hg/ha","51393","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2012","2012","hg/ha","48543","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2013","2013","hg/ha","54212","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2014","2014","hg/ha","55821","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2015","2015","hg/ha","55028","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2016","2016","hg/ha","57372","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2017","2017","hg/ha","57452","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2018","2018","hg/ha","57542","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2019","2019","hg/ha","58127","E","Estimated value"
"QCL","Crops and livestock products","001","World","5419","Yield","0112","Maize (corn)","2020","2020","hg/ha","57547","E","Estimated value"
